32, 29
42, 21
34, 22
31, 19
36, 28
39, 28
39, 20
36, 16
36, 16
34, 27
33, 30
35, 26
34, 19
39, 26
35, 28
26, 16
38, 24
34, 20
38, 21
40, 23
46, 21
42, 23
36, 17
38, 17
35, 17
39, 35
37, 22
46, 14
37, 21
44, 43
71, 49
37, 22
36, 24
37, 17
42, 39
28, 17
31, 18
36, 29
34, 27
39, 19
39, 35
45, 21
38, 41
37, 16
36, 16
33, 20
35, 25
39, 28
30, 34
34, 17
38, 22
38, 16
37, 19
41, 21
37, 21
28, 22
36, 26
33, 22
41, 20
40, 27
37, 24
35, 20
36, 27
35, 16
22, 32
34, 17
35, 30
39, 27
40, 26
37, 16
30, 16
31, 13
36, 32
34, 18
39, 28
39, 27
38, 21
35, 14
37, 26
32, 31
37, 28
36, 19
39, 24
19, 22
37, 28
46, 16
29, 18
35, 30
29, 20
39, 22
37, 17
36, 23
34, 28
39, 23
34, 22
33, 15
28, 14
41, 28
39, 21
42, 24
45, 13
38, 35
33, 12
35, 16
41, 30
34, 26
41, 31
37, 25
38, 26
42, 19
30, 24
38, 23
33, 25
38, 17
36, 20
37, 18
37, 25
40, 28
36, 10
42, 23
41, 17
36, 9
32, 32
35, 16
53, 33
37, 15
37, 27
34, 28
38, 27
36, 12
37, 24
34, 15
46, 31
33, 24
35, 27
34, 18
34, 23
34, 27
39, 17
37, 29
40, 30
25, 20
36, 26
40, 18
39, 24
39, 11
32, 27
41, 23
38, 20
39, 26
35, 30
38, 22
33, 19
46, 22
45, 18
40, 12
40, 21
34, 24
37, 18
40, 15
35, 30
29, 21
37, 22
37, 19
37, 14
36, 26
41, 25
36, 19
43, 21
38, 16
39, 16
33, 24
42, 16
43, 21
34, 19
20, 23
37, 16
37, 24
37, 25
43, 24
37, 26
35, 28
37, 30
53, 24
36, 22
36, 18
33, 27
44, 26
36, 19
32, 20
36, 18
37, 27
34, 26
38, 19
39, 24
37, 20
37, 18
44, 25
33, 32
36, 25
33, 34
48, 25
30, 17
30, 32
43, 25
41, 28
31, 37
40, 29
36, 27
35, 22
34, 15
34, 22
43, 26
31, 40
35, 16
41, 20
38, 21
40, 29
35, 30
30, 41
38, 16
39, 26
32, 26
45, 18
41, 25
38, 17
36, 28
39, 20
42, 21
30, 12
41, 18
25, 25
33, 21
36, 27
36, 25
34, 30
36, 15
30, 22
33, 27
41, 23
39, 24
25, 22
41, 24
36, 32
32, 14
29, 23
36, 26
40, 12
35, 30
35, 32
35, 20
46, 27
37, 26
38, 30
22, 19
40, 17
37, 13
36, 21
38, 23
38, 22
39, 27
34, 13
35, 27
38, 31
36, 18
33, 23
43, 17
40, 38
41, 18
35, 24
33, 22
39, 23
37, 22
34, 22
32, 17
39, 30
33, 21
34, 23
34, 23
32, 21
30, 16
32, 18
40, 22
38, 17
42, 22
42, 32
34, 24
40, 23
32, 21
37, 14
29, 35
45, 14
46, 35
38, 30
33, 26
41, 19
36, 26
35, 30
45, 31
38, 24
36, 27
26, 38
38, 28
37, 18
32, 23
42, 25
33, 26
37, 24
37, 17
33, 28
37, 24
39, 26
31, 26
35, 17
35, 31
36, 27
38, 24
40, 19
36, 20
38, 25
41, 29
43, 15
37, 26
34, 18
37, 23
27, 22
37, 21
35, 21
33, 29
35, 16
37, 15
37, 27
38, 18
33, 19
44, 27
30, 20
40, 27
49, 29
36, 25
36, 21
39, 19
45, 24
34, 28
36, 20
27, 18
38, 33
33, 23
24, 24
38, 14
38, 23
34, 28
36, 15
37, 25
36, 19
43, 23
50, 22
37, 23
40, 28
35, 27
43, 11
31, 16
31, 22
24, 21
35, 23
42, 28
33, 24
32, 22
38, 20
36, 25
34, 25
34, 25
38, 29
35, 31
