5380, 3596
5375, 3595
5371, 3591
5362, 3581
5368, 3587
5374, 3588
5377, 3581
5374, 3591
5374, 3591
5374, 3588
5368, 3592
5367, 3585
5369, 3586
5370, 3584
5373, 3587
5371, 3603
5373, 3579
5370, 3586
5366, 3579
5378, 3584
5370, 3594
5370, 3597
5361, 3586
5366, 3595
5361, 3581
5370, 3587
5359, 3587
5378, 3590
5368, 3598
5374, 3585
5368, 3592
5369, 3603
5371, 3591
5375, 3600
5372, 3591
5375, 3590
5370, 3590
5374, 3602
5357, 3594
5374, 3602
5380, 3602
5370, 3606
5374, 3596
5374, 3598
5374, 3596
5361, 3589
5374, 3591
5370, 3568
5365, 3586
5368, 3586
5371, 3584
5376, 3588
5364, 3584
5356, 3590
5362, 3587
5358, 3590
5358, 3586
5349, 3586
5356, 3585
5355, 3596
5352, 3577
5353, 3577
5357, 3588
5364, 3580
5367, 3589
5365, 3595
5362, 3602
5371, 3597
5366, 3587
5364, 3599
5365, 3580
5375, 3590
5361, 3592
5364, 3596
5369, 3591
5373, 3591
5381, 3593
5358, 3589
5368, 3582
5369, 3593
5366, 3582
5365, 3601
5368, 3595
5367, 3594
5368, 3588
5368, 3597
5372, 3596
5370, 3584
5362, 3596
5373, 3600
5368, 3587
5370, 3590
5377, 3593
5374, 3592
5371, 3602
5372, 3589
5371, 3593
5360, 3584
5376, 3594
5373, 3594
5377, 3589
5372, 3592
5363, 3606
5376, 3577
5373, 3598
5377, 3587
5375, 3593
5391, 3690
5580, 3939
5538, 3807
5510, 3888
5509, 3722
5416, 3621
5410, 3652
5405, 3639
5401, 3637
5398, 3641
5404, 3688
5448, 3735
5452, 3718
5476, 3789
5513, 3823
5509, 3786
5497, 3781
5495, 3779
5460, 3725
5459, 3755
5444, 3691
5436, 3684
5444, 3716
5469, 3742
5469, 3751
5476, 3752
5489, 3758
5502, 3855
5488, 3756
5471, 3747
5466, 3716
5449, 3703
5444, 3698
5431, 3682
5431, 3683
5435, 3688
5430, 3669
5424, 3672
5427, 3668
5427, 3659
5423, 3677
5434, 3685
5438, 3692
5439, 3700
5446, 3716
5450, 3701
5446, 3701
5437, 3699
5443, 3703
5428, 3690
5430, 3683
5434, 3684
5432, 3666
5429, 3688
5434, 3701
5446, 3713
5452, 3709
5484, 3706
5447, 3693
5431, 3680
5422, 3673
5426, 3674
5440, 3676
5416, 3674
5416, 3671
5423, 3666
5410, 3649
5426, 3637
5413, 3660
5413, 3675
5428, 3682
5422, 3684
5427, 3665
5408, 3672
5412, 3658
5413, 3642
5408, 3655
5408, 3648
5411, 3642
5410, 3651
5400, 3635
5392, 3645
5408, 3657
5424, 3658
5408, 3650
5408, 3650
5412, 3622
5401, 3635
5396, 3616
5395, 3631
5398, 3629
5391, 3627
5393, 3625
5387, 3621
5391, 3632
5386, 3627
5383, 3617
5394, 3637
5392, 3641
5397, 3651
5404, 3648
5405, 3645
5396, 3640
5393, 3632
5389, 3627
5401, 3622
5390, 3629
5394, 3620
5395, 3613
5391, 3621
5390, 3629
5390, 3626
5394, 3629
5393, 3637
5399, 3642
5396, 3647
5409, 3649
5404, 3656
5389, 3643
5394, 3637
5393, 3645
5398, 3633
5392, 3639
5397, 3641
5393, 3635
5398, 3626
5395, 3623
5391, 3625
5396, 3637
5390, 3621
5389, 3633
5389, 3645
5399, 3642
5396, 3654
5404, 3646
5405, 3641
5405, 3643
5395, 3642
5388, 3628
5392, 3632
5398, 3626
5388, 3644
5390, 3638
5397, 3626
5399, 3637
5396, 3639
5399, 3665
5408, 3643
5404, 3649
5399, 3642
5397, 3644
5398, 3643
5394, 3638
5393, 3631
5392, 3641
5396, 3632
5392, 3622
5394, 3638
5392, 3629
5397, 3625
5391, 3628
5385, 3635
5384, 3629
5393, 3625
5381, 3639
5393, 3637
5406, 3643
5399, 3637
5404, 3645
5403, 3632
5404, 3631
5396, 3629
5395, 3639
5389, 3634
5389, 3631
5390, 3627
5393, 3638
5406, 3662
5408, 3646
5400, 3650
5411, 3644
5402, 3645
5402, 3645
5402, 3618
5397, 3635
5382, 3642
5399, 3622
5398, 3633
5395, 3622
5395, 3628
5388, 3631
5386, 3625
5400, 3638
5385, 3638
5391, 3627
5391, 3631
5386, 3635
5391, 3643
5394, 3632
5401, 3648
5399, 3640
5398, 3643
5395, 3637
5379, 3641
5373, 3629
5387, 3633
5390, 3622
5393, 3621
5385, 3619
5383, 3619
5380, 3635
5391, 3624
5383, 3625
5381, 3631
5386, 3636
5396, 3642
5400, 3636
5402, 3646
5403, 3650
5386, 3606
5389, 3628
5393, 3624
5387, 3621
5389, 3632
5396, 3649
5401, 3635
5388, 3625
5387, 3616
5386, 3618
5375, 3628
5385, 3623
5389, 3625
5403, 3637
5396, 3660
5401, 3653
5395, 3645
5398, 3646
5393, 3627
5390, 3638
5390, 3621
5387, 3617
5395, 3618
5379, 3629
5407, 3641
5406, 3650
5396, 3645
5399, 3641
5402, 3630
5369, 3627
5386, 3618
5387, 3631
5381, 3623
5382, 3631
5387, 3633
5385, 3620
5382, 3632
5381, 3630
5381, 3628
5386, 3623
5392, 3635
5389, 3644
5369, 3646
